female_dominating_male,7,840,
male_raping_male,7,812,
male_rimming,7,750,
leashed_male,7,706,
bisexual_male,0,665,bisexual_(male)
mostly_offscreen_male,7,628,
male_feet,7,601,
female_facesitting_male,7,585,
pantsless_male,7,583,
male_dominating_male,7,572,
female_fingering_male,7,535,
male_fingering_female,7,507,
macro_male,7,472,
male_on_taur,7,470,male/taur
male_farting,7,464,
female_licking_male,7,460,
male_swimwear_challenge,0,449,
female_raping_male,7,447,
male_underwear_aside,0,409,"boxers_aside,briefs_aside,underwear_aside_(male)"
herm_penetrating_male,7,398,h/p/m
male_penetrating_maleherm,7,397,m/p/mh
male_with_breasts,0,388,
ambiguous_penetrating_male,7,369,"?/p/m,ag/p/m"
other_with_male,0,342,
male_fingered,7,341,
male_facesitting_female,7,337,
assertive_male,7,324,
newhalf_with_male,0,322,male_with_newhalf
male_lactation,0,316,lactation_(male)
male_pooping,7,298,
male_wearing_strapon,7,284,
male_udder,7,268,
flustered_male,7,257,
micro_male,7,254,
larger_gynomorph/small_male,7,253,
male_harem,0,249,"harem_(male),reverse_harem"
cuntboy_with_male,0,244,
male_penetrating_taur,7,238,
voluptuous_male,7,228,
male_peed_on,7,222,
male_oviposition,7,204,
curvy_male,7,204,
large_male,7,192,
anthro_dominating_male,7,191,
male_fingering,7,191,
humanoid_penetrating_male,7,190,
unconscious_male,7,181,
male_spitroast,0,160,
male_taur,7,159,taur_male
tall_male,0,151,
male_impregnating_male,7,149,
male_on_back,7,144,
male_and_female_submissive,7,144,
male_swimwear_pull,0,140,
gynomorph_dominating_male,7,133,
male_presenting,7,130,
male_prostitution,0,129,prostitution_(male)
male_pregnancy,0,118,"mpreg,pregnancy_(male)"
male_non-humanoid_machine,7,117,
ambiguous_rimming_male,7,113,
pleasured_male,7,109,
male_squirting,7,108,
confident_male,7,108,
male_peeing_on_male,7,107,
big_female_small_male,7,98,
male_raping_anthro,7,93,
andromorph_penetrating_male,7,89,"am/p/m,c/p/m,cboy_penetrating_male,cuntboy_penetrating_male,cuntman_penetrating_male"
older_male_younger_male,7,86,
male_human/female_anthro,7,84,
bound_male,7,81,
male_receiving,7,69,
monster_on_male,7,68,
